partition_column,movie_id,movie_name,rating,user_id
45560,385,True Lies (1994),3,343
45561,515,Boot,3,156
45562,636,Escape from New York (1981),4,648
45563,169,Wrong Trousers,4,465
45564,446,Burnt Offerings (1976),4,372
45565,204,Back to the Future (1985),4,686
45566,47,Ed Wood (1994),3,591
45567,321,Mother (1996),3,655
45568,378,Miracle on 34th Street (1994),2,601
45569,652,Rosencrantz and Guildenstern Are Dead (1990),4,711
45570,86,Remains of the Day,4,201
45571,2,GoldenEye (1995),1,653
45572,233,Under Siege (1992),3,276
45573,427,To Kill a Mockingbird (1962),4,575
45574,1035,Cool Runnings (1993),4,290
45575,258,Contact (1997),5,249
45576,831,Escape from L.A. (1996),2,417
45577,226,Die Hard 2 (1990),4,648
45578,50,Star Wars (1977),4,660
45579,945,Charade (1963),4,16
45580,690,Seven Years in Tibet (1997),3,171
45581,471,Courage Under Fire (1996),2,17
45582,552,Species (1995),3,276
45583,930,Chain Reaction (1996),2,660
45584,419,Mary Poppins (1964),3,313
45585,1135,Doors,2,601
45586,597,Eraser (1996),4,493
45587,38,Net,4,130
45588,177,Good,5,627
45589,159,Basic Instinct (1992),4,593
45590,101,Heavy Metal (1981),3,653
45591,183,Alien (1979),4,545
45592,103,All Dogs Go to Heaven 2 (1996),1,648
45593,514,Annie Hall (1977),4,474
45594,660,Fried Green Tomatoes (1991),3,495
45595,1060,Adventures of Pinocchio,3,699
45596,324,Lost Highway (1997),4,699
45597,434,Forbidden Planet (1956),5,648
45598,1081,Curdled (1996),3,49
45599,546,Broken Arrow (1996),3,627
45600,292,Rosewood (1997),4,548
45601,638,Return of Martin Guerre,4,639
45602,748,Saint,3,683
45603,323,Dante's Peak (1997),4,386
45604,412,Very Brady Sequel,2,642
45605,696,City Hall (1996),2,551
45606,229,Star Trek III: The Search for Spock (1984),3,584
45607,137,Big Night (1996),4,201
45608,186,Blues Brothers,4,301
45609,552,Species (1995),2,622
45610,269,Full Monty,4,650
45611,174,Raiders of the Lost Ark (1981),5,12
45612,561,Mary Shelley's Frankenstein (1994),3,393
45613,56,Pulp Fiction (1994),5,379
45614,644,Thin Blue Line,4,617
45615,661,High Noon (1952),4,313
45616,686,Perfect World,5,535
45617,102,Aristocats,3,313
45618,7,Twelve Monkeys (1995),4,442
45619,89,Blade Runner (1982),5,560
45620,195,Terminator,5,276
45621,410,Kingpin (1996),4,715
45622,963,Some Folks Call It a Sling Blade (1993),4,144
45623,879,Peacemaker,4,294
45624,15,Mr. Holland's Opus (1995),5,104
45625,559,Interview with the Vampire (1994),3,456
45626,1047,Multiplicity (1996),1,601
45627,22,Braveheart (1995),4,308
45628,899,Winter Guest,4,334
45629,71,Lion King,3,524
45630,557,Farinelli: il castrato (1994),2,385
45631,673,Cape Fear (1962),3,664
45632,928,Craft,3,548
45633,603,Rear Window (1954),4,421
45634,306,Mrs. Brown (Her Majesty,3,446
45635,28,Apollo 13 (1995),3,521
45636,132,Wizard of Oz,5,230
45637,2,GoldenEye (1995),2,378
45638,300,Air Force One (1997),5,619
45639,655,Stand by Me (1986),5,13
45640,479,Vertigo (1958),5,312
45641,1129,Chungking Express (1994),4,486
45642,649,Once Upon a Time in America (1984),4,524
45643,1007,Waiting for Guffman (1996),4,479
45644,657,Manchurian Candidate,5,535
45645,9,Dead Man Walking (1995),3,456
45646,238,Raising Arizona (1987),2,109
45647,603,Rear Window (1954),3,503
45648,168,Monty Python and the Holy Grail (1974),5,661
45649,869,Fools Rush In (1997),1,270
45650,59,Three Colors: Red (1994),3,381
45651,242,Kolya (1996),5,492
45652,219,Nightmare on Elm Street,4,495
45653,186,Blues Brothers,4,667
45654,399,Three Musketeers,4,682
45655,177,Good,4,385
45656,676,Crucible,2,618
45657,569,Wolf (1994),2,660
45658,304,Fly Away Home (1996),4,461
45659,29,Batman Forever (1995),3,532
45660,275,Sense and Sensibility (1995),5,608
45661,97,Dances with Wolves (1990),5,532
45662,709,Strictly Ballroom (1992),4,276
45663,258,Contact (1997),5,671
45664,652,Rosencrantz and Guildenstern Are Dead (1990),3,198
45665,228,Star Trek: The Wrath of Khan (1982),5,670
45666,1101,Six Degrees of Separation (1993),4,331
45667,257,Men in Black (1997),3,552
45668,202,Groundhog Day (1993),4,417
45669,124,Lone Star (1996),5,334
45670,575,City Slickers II: The Legend of Curly's Gold (1994),1,406
45671,66,While You Were Sleeping (1995),3,639
45672,135,2001: A Space Odyssey (1968),4,402
45673,655,Stand by Me (1986),3,693
45674,249,Austin Powers: International Man of Mystery (1997),4,429
45675,810,Shadow,4,588
45676,178,12 Angry Men (1957),4,389
45677,891,Bent (1997),1,13
45678,502,Bananas (1971),3,313
45679,475,Trainspotting (1996),4,486
45680,289,Evita (1996),4,69
45681,428,Harold and Maude (1971),4,661
45682,594,Heavy (1995),2,498
45683,603,Rear Window (1954),4,660
45684,70,Four Weddings and a Funeral (1994),5,295
45685,1103,Trust (1990),3,655
45686,673,Cape Fear (1962),3,719
45687,13,Mighty Aphrodite (1995),4,74
45688,72,Mask,3,94
45689,273,Heat (1995),4,621
45690,749,MatchMaker,4,506
45691,81,Hudsucker Proxy,3,405
45692,727,Immortal Beloved (1994),4,299
45693,195,Terminator,4,458
45694,8,Babe (1995),4,43
45695,467,Bronx Tale,4,666
45696,659,Arsenic and Old Lace (1944),5,593
45697,228,Star Trek: The Wrath of Khan (1982),2,505
45698,258,Contact (1997),3,391
45699,694,Persuasion (1995),5,344
45700,655,Stand by Me (1986),4,535
45701,300,Air Force One (1997),5,589
45702,792,Bullets Over Broadway (1994),3,533
45703,768,Casper (1995),3,471
45704,430,Duck Soup (1933),3,561
45705,619,Extreme Measures (1996),2,223
45706,708,Sex,3,330
45707,684,In the Line of Fire (1993),4,562
45708,1273,Color of Night (1994),5,145
45709,392,Man Without a Face,4,130
45710,756,Father of the Bride Part II (1995),4,654
45711,511,Lawrence of Arabia (1962),5,479
45712,877,Excess Baggage (1997),4,451
45713,4,Get Shorty (1995),2,537
45714,183,Alien (1979),5,560
45715,67,Ace Ventura: Pet Detective (1994),3,276
45716,720,First Knight (1995),3,711
45717,319,Everyone Says I Love You (1996),1,83
45718,51,Legends of the Fall (1994),5,472
45719,288,Scream (1996),4,624
45720,69,Forrest Gump (1994),2,214
45721,178,12 Angry Men (1957),5,379
45722,200,Shining,3,297
45723,1271,North (1994),2,450
45724,925,Unforgettable (1996),3,663
45725,291,Absolute Power (1997),3,655
45726,531,Shine (1996),4,577
45727,196,Dead Poets Society (1989),3,308
45728,10,Richard III (1995),5,503
45729,313,Titanic (1997),2,683
45730,709,Strictly Ballroom (1992),5,344
45731,125,Phenomenon (1996),4,101
45732,332,Kiss the Girls (1997),2,526
45733,57,Priest (1994),5,1
45734,51,Legends of the Fall (1994),5,682
45735,182,GoodFellas (1990),5,658
45736,959,Dazed and Confused (1993),4,478
45737,392,Man Without a Face,5,712
45738,454,Bastard Out of Carolina (1996),1,145
45739,289,Evita (1996),3,454
45740,898,Postman,4,598
45741,79,Fugitive,4,450
45742,191,Amadeus (1984),4,214
45743,537,My Own Private Idaho (1991),4,429
45744,924,White Squall (1996),1,648
45745,946,Fox and the Hound,2,82
45746,71,Lion King,5,642
45747,834,Halloween: The Curse of Michael Myers (1995),3,416
45748,196,Dead Poets Society (1989),4,705
45749,100,Fargo (1996),3,638
45750,423,E.T. the Extra-Terrestrial (1982),4,661
45751,346,Jackie Brown (1997),1,702
45752,282,Time to Kill,2,590
45753,281,River Wild,5,416
45754,9,Dead Man Walking (1995),5,694
45755,551,Lord of Illusions (1995),1,7
45756,380,Star Trek: Generations (1994),4,622
45757,242,Kolya (1996),4,207
45758,185,Psycho (1960),5,686
45759,301,In & Out (1997),4,514
45760,573,Body Snatchers (1993),4,524
45761,476,First Wives Club,2,184
45762,1413,Street Fighter (1994),3,642
45763,39,Strange Days (1995),3,693
45764,510,Magnificent Seven,4,234
45765,1010,Basquiat (1996),4,501
45766,678,Volcano (1997),2,664
45767,402,Ghost (1990),4,65
45768,1116,Mark of Zorro,3,450
45769,319,Everyone Says I Love You (1996),4,342
45770,1008,I Shot Andy Warhol (1996),4,176
45771,431,Highlander (1986),2,561
45772,685,Executive Decision (1996),2,622
45773,419,Mary Poppins (1964),2,64
45774,367,Clueless (1995),4,436
45775,87,Searching for Bobby Fischer (1993),3,721
45776,227,Star Trek VI: The Undiscovered Country (1991),2,709
45777,1097,Hate (Haine,1,445
45778,77,Firm,2,268
45779,806,Menace II Society (1993),1,562
45780,429,Day the Earth Stood Still,4,343
45781,709,Strictly Ballroom (1992),5,524
45782,879,Peacemaker,3,526
45783,393,Mrs. Doubtfire (1993),4,60
45784,163,Return of the Pink Panther,4,481
45785,1031,Lassie (1994),5,38
45786,69,Forrest Gump (1994),4,455
45787,420,Alice in Wonderland (1951),4,621
45788,813,Celluloid Closet,5,63
45789,1267,Clockers (1995),3,339
45790,544,Things to Do in Denver when You're Dead (1995),4,323
45791,328,Conspiracy Theory (1997),3,40
45792,568,Speed (1994),3,497
45793,264,Mimic (1997),3,107
45794,574,Boxing Helena (1993),3,270
45795,278,Bed of Roses (1996),5,450
45796,566,Clear and Present Danger (1994),3,659
45797,50,Star Wars (1977),5,1
45798,393,Mrs. Doubtfire (1993),3,429
45799,670,Body Snatchers (1993),2,659
45800,355,Sphere (1998),3,276
45801,448,Omen,2,269
45802,487,Roman Holiday (1953),2,707
45803,521,Deer Hunter,5,605
45804,286,English Patient,5,624
45805,260,Event Horizon (1997),1,493
45806,286,English Patient,3,655
45807,382,Adventures of Priscilla,4,640
45808,492,East of Eden (1955),3,659
45809,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),5,662
45810,56,Pulp Fiction (1994),5,311
45811,144,Die Hard (1988),5,551
45812,331,Edge,4,619
45813,871,Vegas Vacation (1997),3,393
45814,118,Twister (1996),3,674
45815,133,Gone with the Wind (1939),3,269
45816,211,M*A*S*H (1970),4,160
45817,50,Star Wars (1977),5,308
45818,199,Bridge on the River Kwai,3,639
45819,382,Adventures of Priscilla,4,198
45820,92,True Romance (1993),4,627
45821,301,In & Out (1997),2,159
45822,45,Eat Drink Man Woman (1994),4,539
45823,859,April Fool's Day (1986),1,405
45824,118,Twister (1996),3,638
45825,1449,Pather Panchali (1955),5,409
45826,181,Return of the Jedi (1983),5,145
45827,340,Boogie Nights (1997),4,669
45828,16,French Twist (Gazon maudit) (1995),2,608
45829,282,Time to Kill,4,714
45830,918,City of Angels (1998),3,378
45831,657,Manchurian Candidate,3,454
45832,696,City Hall (1996),4,372
45833,243,Jungle2Jungle (1997),3,552
45834,357,One Flew Over the Cuckoo's Nest (1975),4,539
45835,414,My Favorite Year (1982),4,537
45836,66,While You Were Sleeping (1995),4,208
45837,185,Psycho (1960),2,223
45838,121,Independence Day (ID4) (1996),3,561
45839,743,Crow: City of Angels,3,545
45840,568,Speed (1994),3,561
45841,456,Beverly Hills Ninja (1997),1,699
45842,523,Cool Hand Luke (1967),4,669
45843,1047,Multiplicity (1996),2,648
45844,371,Bridges of Madison County,5,174
45845,1286,Shall We Dance? (1937),2,496
45846,1451,Foreign Correspondent (1940),4,235
45847,1135,Doors,4,308
45848,243,Jungle2Jungle (1997),3,510
45849,443,Birds,3,498
45850,271,Starship Troopers (1997),4,448
45851,1194,Once Were Warriors (1994),5,440
45852,312,Midnight in the Garden of Good and Evil (1997),4,107
45853,427,To Kill a Mockingbird (1962),5,503
45854,607,Rebecca (1940),3,498
45855,205,Patton (1970),5,686
45856,123,Frighteners,3,11
45857,566,Clear and Present Danger (1994),4,379
45858,148,Ghost and the Darkness,3,637
45859,760,Screamers (1995),3,699
45860,699,Little Women (1994),5,652
45861,429,Day the Earth Stood Still,3,354
45862,432,Fantasia (1940),4,429
45863,214,Pink Floyd - The Wall (1982),3,543
45864,181,Return of the Jedi (1983),4,328
45865,227,Star Trek VI: The Undiscovered Country (1991),2,158
45866,318,Schindler's List (1993),5,452
45867,983,Rich Man's Wife,3,699
45868,122,Cable Guy,3,453
45869,619,Extreme Measures (1996),2,234
45870,150,Swingers (1996),5,697
45871,67,Ace Ventura: Pet Detective (1994),4,690
45872,451,Grease (1978),4,503
45873,1336,Kazaam (1996),1,267
45874,959,Dazed and Confused (1993),5,642
45875,969,Winnie the Pooh and the Blustery Day (1968),4,450
45876,91,Nightmare Before Christmas,2,495
45877,265,Hunt for Red October,5,577
45878,195,Terminator,5,709
45879,866,Michael (1996),5,593
45880,244,Smilla's Sense of Snow (1997),4,174
45881,181,Return of the Jedi (1983),5,676
45882,258,Contact (1997),4,644
45883,147,Long Kiss Goodnight,5,399
45884,322,Murder at 1600 (1997),4,559
45885,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,398
45886,582,Piano,4,577
45887,239,Sneakers (1992),3,326
45888,393,Mrs. Doubtfire (1993),5,83
45889,1039,Hamlet (1996),4,488
45890,333,Game,3,697
45891,81,Hudsucker Proxy,5,339
45892,750,Amistad (1997),4,526
45893,332,Kiss the Girls (1997),3,626
45894,268,Chasing Amy (1997),5,242
45895,182,GoodFellas (1990),4,682
45896,240,Beavis and Butt-head Do America (1996),2,552
45897,508,People vs. Larry Flynt,3,334
45898,1321,Open Season (1996),4,279
45899,287,Marvin's Room (1996),5,717
45900,1039,Hamlet (1996),4,373
45901,69,Forrest Gump (1994),3,65
45902,659,Arsenic and Old Lace (1944),4,719
45903,274,Sabrina (1995),3,26
45904,42,Clerks (1994),3,11
45905,1178,Major Payne (1994),4,712
45906,118,Twister (1996),3,612
45907,506,Rebel Without a Cause (1955),5,532
45908,80,Hot Shots! Part Deux (1993),1,682
45909,520,Great Escape,4,684
45910,347,Wag the Dog (1997),4,273
45911,100,Fargo (1996),4,425
45912,288,Scream (1996),2,537
45913,1203,Top Hat (1935),2,454
45914,1035,Cool Runnings (1993),2,660
45915,17,From Dusk Till Dawn (1996),4,22
45916,223,Sling Blade (1996),4,664
45917,385,True Lies (1994),5,712
45918,172,Empire Strikes Back,4,305
45919,726,Fluke (1995),2,429
45920,421,William Shakespeare's Romeo and Juliet (1996),5,592
45921,744,Michael Collins (1996),3,561
45922,490,To Catch a Thief (1955),5,128
45923,135,2001: A Space Odyssey (1968),3,382
45924,42,Clerks (1994),3,487
45925,231,Batman Returns (1992),3,715
45926,181,Return of the Jedi (1983),3,678
45927,435,Butch Cassidy and the Sundance Kid (1969),3,411
45928,517,Manhattan (1979),4,279
45929,100,Fargo (1996),5,267
45930,277,Restoration (1995),3,450
45931,333,Game,3,284
45932,258,Contact (1997),5,463
45933,984,Shadow Conspiracy (1997),3,328
45934,1411,Barbarella (1968),1,435
45935,393,Mrs. Doubtfire (1993),4,648
45936,805,Manhattan Murder Mystery (1993),5,664
45937,98,Silence of the Lambs,4,496
45938,820,Space Jam (1996),4,374
45939,203,Unforgiven (1992),4,407
45940,237,Jerry Maguire (1996),4,162
45941,781,French Kiss (1995),3,593
45942,12,Usual Suspects,2,233
45943,294,Liar Liar (1997),5,230
45944,561,Mary Shelley's Frankenstein (1994),3,709
45945,71,Lion King,5,536
45946,284,Tin Cup (1996),1,533
45947,233,Under Siege (1992),4,217
45948,214,Pink Floyd - The Wall (1982),4,625
45949,235,Mars Attacks! (1996),2,716
45950,527,Gandhi (1982),5,474
45951,756,Father of the Bride Part II (1995),5,718
45952,1248,Blink (1994),4,450
45953,143,Sound of Music,5,70
45954,230,Star Trek IV: The Voyage Home (1986),3,474
45955,366,Dangerous Minds (1995),5,712
45956,288,Scream (1996),4,188
45957,632,Sophie's Choice (1982),5,457
45958,1305,National Lampoon's Senior Trip (1995),3,682
45959,1176,Welcome To Sarajevo (1997),4,696
45960,16,French Twist (Gazon maudit) (1995),3,699
45961,186,Blues Brothers,4,684
45962,100,Fargo (1996),4,577
45963,129,Bound (1996),3,176
45964,7,Twelve Monkeys (1995),5,367
45965,183,Alien (1979),4,655
45966,174,Raiders of the Lost Ark (1981),4,690
45967,685,Executive Decision (1996),5,671
45968,931,Island of Dr. Moreau,2,99
45969,675,Nosferatu (Nosferatu,4,659
45970,636,Escape from New York (1981),2,217
45971,276,Leaving Las Vegas (1995),4,361
45972,121,Independence Day (ID4) (1996),3,684
45973,411,Nutty Professor,1,637
45974,782,Little Odessa (1994),3,537
45975,172,Empire Strikes Back,3,498
45976,223,Sling Blade (1996),4,407
45977,81,Hudsucker Proxy,4,345
45978,144,Die Hard (1988),4,538
45979,127,Godfather,3,539
45980,879,Peacemaker,4,721
45981,132,Wizard of Oz,5,503
45982,268,Chasing Amy (1997),4,92
45983,875,She's So Lovely (1997),2,635
45984,628,Sleepers (1996),3,159
45985,1226,Night Falls on Manhattan (1997),3,655
45986,111,Truth About Cats & Dogs,3,560
45987,129,Bound (1996),4,422
45988,1108,Feast of July (1995),3,655
45989,886,Life Less Ordinary,5,13
45990,166,Manon of the Spring (Manon des sources) (1986),3,707
45991,122,Cable Guy,1,198
45992,960,Naked (1993),1,405
45993,44,Dolores Claiborne (1994),2,417
45994,655,Stand by Me (1986),3,537
45995,10,Richard III (1995),4,343
45996,900,Kundun (1997),4,369
45997,269,Full Monty,3,557
45998,4,Get Shorty (1995),4,344
45999,181,Return of the Jedi (1983),4,715
46000,222,Star Trek: First Contact (1996),4,285
46001,116,Cold Comfort Farm (1995),3,483
46002,258,Contact (1997),4,453
46003,143,Sound of Music,5,716
46004,751,Tomorrow Never Dies (1997),4,144
46005,118,Twister (1996),2,716
46006,203,Unforgiven (1992),4,334
46007,271,Starship Troopers (1997),5,472
46008,748,Saint,3,436
46009,97,Dances with Wolves (1990),5,712
46010,210,Indiana Jones and the Last Crusade (1989),4,318
46011,231,Batman Returns (1992),3,13
46012,284,Tin Cup (1996),4,2
46013,283,Emma (1996),2,581
46014,472,Dragonheart (1996),3,275
46015,628,Sleepers (1996),4,265
46016,615,39 Steps,5,553
46017,603,Rear Window (1954),5,58
46018,50,Star Wars (1977),4,637
46019,1407,Specialist,1,405
46020,427,To Kill a Mockingbird (1962),2,705
46021,293,Donnie Brasco (1997),3,605
46022,129,Bound (1996),5,291
46023,1473,Little Princess,4,642
46024,226,Die Hard 2 (1990),2,102
46025,404,Pinocchio (1940),2,660
46026,210,Indiana Jones and the Last Crusade (1989),4,251
46027,584,Secret Garden,4,59
46028,107,Moll Flanders (1996),4,52
46029,79,Fugitive,4,686
46030,53,Natural Born Killers (1994),4,456
46031,232,Young Guns (1988),3,373
46032,1134,Get on the Bus (1996),4,116
46033,133,Gone with the Wind (1939),5,588
46034,546,Broken Arrow (1996),3,722
46035,67,Ace Ventura: Pet Detective (1994),2,246
46036,182,GoodFellas (1990),3,271
46037,71,Lion King,4,665
46038,95,Aladdin (1992),4,711
46039,17,From Dusk Till Dawn (1996),3,455
46040,168,Monty Python and the Holy Grail (1974),3,698
46041,1194,Once Were Warriors (1994),5,655
46042,819,Eddie (1996),2,634
46043,324,Lost Highway (1997),5,173
46044,597,Eraser (1996),2,190
46045,154,Monty Python's Life of Brian (1979),3,707
46046,144,Die Hard (1988),5,466
46047,126,Spitfire Grill,4,244
46048,510,Magnificent Seven,3,658
46049,837,Meet John Doe (1941),3,659
46050,625,Sword in the Stone,3,7
46051,682,I Know What You Did Last Summer (1997),5,688
46052,248,Grosse Pointe Blank (1997),5,249
46053,111,Truth About Cats & Dogs,4,654
46054,380,Star Trek: Generations (1994),3,483
46055,1045,Fearless (1993),4,308
46056,317,In the Name of the Father (1993),4,654
46057,216,When Harry Met Sally... (1989),4,487
46058,559,Interview with the Vampire (1994),4,457
46059,1131,Safe (1995),5,201
46060,204,Back to the Future (1985),5,7
46061,184,Army of Darkness (1993),3,51
46062,541,Mortal Kombat (1995),5,642
46063,262,In the Company of Men (1997),5,635
46064,628,Sleepers (1996),4,332
46065,196,Dead Poets Society (1989),5,716
46066,159,Basic Instinct (1992),4,716
46067,186,Blues Brothers,3,311
46068,194,Sting,5,406
46069,554,Waterworld (1995),5,551
46070,217,Bram Stoker's Dracula (1992),1,551
46071,988,Beautician and the Beast,3,505
46072,685,Executive Decision (1996),3,458
46073,250,Fifth Element,5,642
46074,748,Saint,3,717
46075,663,Being There (1979),4,650
46076,520,Great Escape,3,659
46077,199,Bridge on the River Kwai,4,537
46078,194,Sting,5,716
46079,923,Raise the Red Lantern (1991),3,655
46080,713,Othello (1995),4,416
46081,653,Touch of Evil (1958),3,421
46082,164,Abyss,4,145
46083,529,My Life as a Dog (Mitt liv som hund) (1985),5,698
46084,284,Tin Cup (1996),2,627
46085,282,Time to Kill,4,634
46086,763,Happy Gilmore (1996),4,682
46087,615,39 Steps,5,503
46088,934,Preacher's Wife,3,455
46089,313,Titanic (1997),5,596
46090,610,Gigi (1958),4,694
46091,5,Copycat (1995),2,666
46092,430,Duck Soup (1933),5,59
46093,471,Courage Under Fire (1996),4,402
46094,451,Grease (1978),3,222
46095,230,Star Trek IV: The Voyage Home (1986),3,394
46096,393,Mrs. Doubtfire (1993),3,504
46097,661,High Noon (1952),4,666
46098,233,Under Siege (1992),1,56
46099,435,Butch Cassidy and the Sundance Kid (1969),3,363
46100,125,Phenomenon (1996),5,532
46101,125,Phenomenon (1996),3,660
46102,316,As Good As It Gets (1997),3,656
46103,289,Evita (1996),4,539
46104,157,Platoon (1986),3,13
46105,191,Amadeus (1984),5,450
46106,25,Birdcage,3,655
46107,1128,Heidi Fleiss: Hollywood Madam (1995) ,3,655
46108,109,Mystery Science Theater 3000: The Movie (1996),3,290
46109,168,Monty Python and the Holy Grail (1974),4,654
46110,673,Cape Fear (1962),3,435
46111,655,Stand by Me (1986),3,51
46112,273,Heat (1995),5,586
46113,684,In the Line of Fire (1993),4,186
46114,72,Mask,4,712
46115,402,Ghost (1990),2,655
46116,578,Demolition Man (1993),3,87
46117,171,Delicatessen (1991),5,239
46118,1050,Ghost and Mrs. Muir,3,321
46119,475,Trainspotting (1996),1,637
46120,896,Sweet Hereafter,5,13
46121,404,Pinocchio (1940),4,487
46122,1016,Con Air (1997),2,682
46123,216,When Harry Met Sally... (1989),4,715
46124,879,Peacemaker,4,197
46125,95,Aladdin (1992),3,698
46126,142,Bedknobs and Broomsticks (1971),3,417
46127,136,Mr. Smith Goes to Washington (1939),3,617
46128,283,Emma (1996),4,707
46129,385,True Lies (1994),5,659
46130,62,Stargate (1994),4,425
46131,497,Bringing Up Baby (1938),3,617
46132,381,Muriel's Wedding (1994),5,354
46133,423,E.T. the Extra-Terrestrial (1982),4,538
46134,578,Demolition Man (1993),3,487
46135,949,How to Make an American Quilt (1995),3,615
46136,736,Shadowlands (1993),5,405
46137,942,What's Love Got to Do with It (1993),3,308
46138,14,Postino,5,486
46139,58,Quiz Show (1994),3,41
46140,95,Aladdin (1992),4,378
46141,188,Full Metal Jacket (1987),3,407
46142,763,Happy Gilmore (1996),5,601
46143,271,Starship Troopers (1997),3,676
46144,648,Quiet Man,3,426
46145,984,Shadow Conspiracy (1997),3,721
46146,783,Milk Money (1994),3,457
46147,234,Jaws (1975),4,109
46148,137,Big Night (1996),4,486
46149,269,Full Monty,2,102
46150,183,Alien (1979),5,421
46151,467,Bronx Tale,4,458
46152,969,Winnie the Pooh and the Blustery Day (1968),3,618
46153,302,L.A. Confidential (1997),5,697
46154,340,Boogie Nights (1997),5,184
46155,742,Ransom (1996),3,682
46156,755,Jumanji (1995),2,399
46157,71,Lion King,4,535
46158,1281,Manny & Lo (1996),4,707
46159,49,I.Q. (1994),4,487
46160,696,City Hall (1996),3,491
46161,274,Sabrina (1995),3,634
46162,84,Robert A. Heinlein's The Puppet Masters (1994),2,295
46163,166,Manon of the Spring (Manon des sources) (1986),4,361
46164,153,Fish Called Wanda,3,393
46165,228,Star Trek: The Wrath of Khan (1982),3,638
46166,464,Vanya on 42nd Street (1994),1,405
46167,364,Ace Ventura: When Nature Calls (1995),3,291
46168,65,What's Eating Gilbert Grape (1993),4,504
46169,924,White Squall (1996),4,634
46170,23,Taxi Driver (1976),4,334
46171,147,Long Kiss Goodnight,3,501
46172,988,Beautician and the Beast,4,256
46173,647,Ran (1985),3,514
46174,687,McHale's Navy (1997),3,721
46175,1047,Multiplicity (1996),2,178
46176,59,Three Colors: Red (1994),4,201
46177,304,Fly Away Home (1996),4,524
46178,1380,Hollow Reed (1996),3,460
46179,315,Apt Pupil (1998),3,482
46180,53,Natural Born Killers (1994),4,693
46181,135,2001: A Space Odyssey (1968),4,488
46182,379,Tales From the Crypt Presents: Demon Knight (1995),3,21
46183,812,Andre (1994),3,437
46184,20,Angels and Insects (1995),3,655
46185,528,Killing Fields,5,354
46186,491,Adventures of Robin Hood,4,303
46187,924,White Squall (1996),4,393
46188,11,Seven (Se7en) (1995),3,344
46189,23,Taxi Driver (1976),5,97
46190,367,Clueless (1995),3,326
46191,204,Back to the Future (1985),3,711
46192,728,Junior (1994),3,588
46193,322,Murder at 1600 (1997),1,592
46194,260,Event Horizon (1997),2,447
46195,734,Made in America (1993),4,712
46196,209,This Is Spinal Tap (1984),4,480
46197,157,Platoon (1986),4,622
46198,234,Jaws (1975),3,665
46199,402,Ghost (1990),5,7
46200,603,Rear Window (1954),5,567
46201,775,Something to Talk About (1995),3,378
46202,1119,Some Kind of Wonderful (1987),4,712
46203,386,Addams Family Values (1993),2,254
46204,282,Time to Kill,3,552
46205,241,Last of the Mohicans,5,593
46206,25,Birdcage,5,717
46207,68,Crow,3,399
46208,970,Hear My Song (1991),4,565
46209,98,Silence of the Lambs,5,690
46210,544,Things to Do in Denver when You're Dead (1995),4,699
46211,79,Fugitive,3,666
46212,402,Ghost (1990),3,62
46213,484,Maltese Falcon,4,178
46214,1136,Ghosts of Mississippi (1996),5,152
46215,300,Air Force One (1997),4,388
46216,809,Rising Sun (1993),2,622
46217,64,Shawshank Redemption,5,686
46218,300,Air Force One (1997),3,345
46219,301,In & Out (1997),3,570
46220,275,Sense and Sensibility (1995),4,401
46221,127,Godfather,5,267
46222,218,Cape Fear (1991),3,648
46223,430,Duck Soup (1933),4,567
46224,357,One Flew Over the Cuckoo's Nest (1975),4,41
46225,56,Pulp Fiction (1994),1,648
46226,158,Weekend at Bernie's (1989),3,314
46227,127,Godfather,3,525
46228,650,Seventh Seal,2,670
46229,496,It's a Wonderful Life (1946),4,437
46230,15,Mr. Holland's Opus (1995),4,533
46231,357,One Flew Over the Cuckoo's Nest (1975),5,494
46232,597,Eraser (1996),3,378
46233,180,Apocalypse Now (1979),5,293
46234,1039,Hamlet (1996),5,622
46235,222,Star Trek: First Contact (1996),4,44
46236,163,Return of the Pink Panther,3,307
46237,142,Bedknobs and Broomsticks (1971),3,622
46238,411,Nutty Professor,4,630
46239,127,Godfather,4,591
46240,307,Devil's Advocate,2,448
46241,475,Trainspotting (1996),3,525
46242,71,Lion King,4,82
46243,298,Face/Off (1997),4,303
46244,736,Shadowlands (1993),3,307
46245,483,Casablanca (1942),5,426
46246,226,Die Hard 2 (1990),3,407
46247,133,Gone with the Wind (1939),5,151
46248,258,Contact (1997),4,583
46249,203,Unforgiven (1992),4,398
46250,297,Ulee's Gold (1997),4,344
46251,269,Full Monty,4,305
46252,235,Mars Attacks! (1996),4,64
46253,292,Rosewood (1997),2,537
46254,23,Taxi Driver (1976),4,693
46255,840,Last Man Standing (1996),5,386
46256,597,Eraser (1996),3,497
46257,408,Close Shave,5,622
46258,820,Space Jam (1996),3,540
46259,64,Shawshank Redemption,5,236
46260,747,Benny & Joon (1993),2,222
46261,491,Adventures of Robin Hood,3,545
46262,21,Muppet Treasure Island (1996),2,429
46263,586,Terminal Velocity (1994),2,217
46264,1226,Night Falls on Manhattan (1997),2,637
46265,501,Dumbo (1941),4,661
46266,88,Sleepless in Seattle (1993),4,70
46267,866,Michael (1996),4,318
46268,185,Psycho (1960),4,64
46269,379,Tales From the Crypt Presents: Demon Knight (1995),4,682
